"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_2754220"	381.0655875	338.97425625	397.6639875	344.2765125	343.85986875	418.747925	310.58943125	366.8555625	318.52400625	403.70125625	284.8685125	375.9184375	401.43568125	300.2887625	332.81544375	421.97100625
"ILMN_2601453"	3714.1604375	3543.0768125	3701.24375	3388.5791875	3169.1403125	3375.6960625	3416.61325	3937.3581875	3513.9283125	4141.8938125	3725.17475	4430.0370625	3343.441125	3457.957875	3457.957875	3658.6510625
"ILMN_2839745"	378.65840625	367.63785625	449.74499375	404.8501	431.14796875	458.2919125	336.03175625	434.19785	479.1273375	481.1763125	307.39310625	510.3951625	452.6686625	340.85738125	445.36558125	437.728075
"ILMN_2601525"	1812.4966875	1870.0569375	1872.962125	1949.178875	1911.486125	1852.93025	1649.251375	1929.466625	1852.93025	1797.0263125	1755.344625	2053.1393125	1780.0900625	1840.8434375	1799.6424375	1829.01725
"ILMN_1221418"	689.13815625	792.59404375	744.6064125	611.2885125	640.4643375	715.899675	725.467375	697.83648125	727.81856875	791.47709375	719.327125	813.95219375	748.7588125	788.9523625	639.13488125	741.6727625
"ILMN_2668178"	999.9892375	1035.1083875	998.31044375	1006.582575	864.6376	880.51689375	843.49291875	908.87373125	1091.7272125	944.844025	891.9621375	1074.1825625	729.06335	787.04511875	831.24433125	840.94978125
"ILMN_2719097"	371.9615	374.20874375	503.36816875	341.4254	437.728075	423.30259375	426.13781875	436.54803125	378.055575	428.38743125	216.43915625	271.464275	421.97100625	277.5543625	322.95923125	427.64664375
"ILMN_1238309"	4569.2170625	4204.1001875	5772.2266875	6377.3095	4605.5571875	4507.455375	4445.070125	5875.1608125	6764.837125	4926.7780625	4708.9626875	3688.003875	4107.2114375	5540.2685	6859.5449375	4492.6698125
"ILMN_2760211"	864.6376	987.38626875	852.04090625	781.69595	766.45550625	1006.582575	918.47605	792.59404375	932.8508625	695.53653125	998.31044375	974.65268125	845.3110625	1159.489775	798.8415625	725.467375
"ILMN_1238094"	650.46941875	717.49173125	570.901275	623.23298125	584.41195	656.07823125	669.51221875	544.1691625	672.850275	510.3951625	689.13815625	700.8844	545.32123125	767.94165	610.14373125	489.3833625
"ILMN_2591651"	567.74780625	645.9289125	532.87104375	501.98858125	579.673675	662.1849625	605.90225	492.73689375	575.726775	504.200175	699.4288	668.77444375	637.9178125	756.09396875	505.03666875	492.403675
"ILMN_2800881"	829.13074375	859.087225	791.47709375	940.56146875	913.892975	813.95219375	842.2797125	845.3110625	884.5969875	802.1467375	898.15866875	863.02495	831.24433125	913.892975	835.47774375	797.94845625
"ILMN_2706421"	183.5885	172.36616875	175.38233125	169.13246875	199.73144375	179.78310625	187.50133125	186.96800625	172.53425625	199.078225	201.35433125	179.78310625	189.77638125	196.21144375	226.8536625	172.53425625
"ILMN_2758300"	863.02495	854.99735625	725.467375	780.13395	754.67213125	758.9241125	958.69609375	831.24433125	944.844025	850.88728125	902.18765625	916.6208875	808.31851875	861.38474375	898.15866875	940.56146875
"ILMN_1257788"	344.74945	281.61061875	255.4534625	307.39310625	294.35015	244.29798125	214.2343125	264.48115	295.02664375	283.2316625	245.65989375	324.21904375	244.6799375	229.79181875	282.44331875	256.83043125
"ILMN_1212632"	138.27471875	132.34635	130.76800625	134.48510625	123.69855625	105.296793125	128.80449375	145.39879375	140.33279375	129.316175	120.242454375	144.2734875	122.66405625	113.06367625	136.65300625	112.52499375
"ILMN_2596421"	235.7126625	248.38111875	190.5250625	172.71671875	223.75849375	199.29734375	232.20605625	178.23885625	185.99401875	208.96401875	297.632825	232.20605625	177.786475	190.72886875	178.0684875	200.69875625
"ILMN_1258136"	222.3505375	213.214425	235.7126625	243.5153	210.41654375	225.30408125	233.603175	247.1646875	252.718175	227.7343625	236.2630125	221.3074625	216.43915625	242.38804375	257.03089375	218.46124375
"ILMN_1232760"	137.3925375	126.27369375	123.916625	123.8031125	134.3388875	134.02605	132.15846875	130.15226875	118.777301875	137.3925375	124.1470375	128.9028625	134.09401875	134.48510625	123.916625	124.56819375
"ILMN_3159866"	239.21446875	254.69883125	232.5956875	178.395625	233.603175	241.81903125	268.3302125	216.0453	177.462375	274.272375	188.136525	258.01679375	259.42550625	218.7987625	213.37485	271.79109375
"ILMN_1243810"	155.25068125	162.56773125	170.8125875	143.70768125	136.72255	121.382654375	156.84261875	120.40136625	145.88445	143.70768125	145.29385625	151.3138125	130.36976875	140.62593125	152.35095	160.36623125
"ILMN_2649610"	145.16591875	153.15165	165.3524875	157.73433125	149.23314375	146.337125	139.96889375	137.9687625	124.56819375	143.5782875	159.40914375	145.16591875	147.16050625	139.88649375	122.66405625	154.6688625
"ILMN_3080410"	233.07575625	231.52921875	233.35624375	225.30408125	208.7850375	233.8516125	208.96401875	197.4835875	230.55338125	304.53516875	172.53425625	210.0105125	252.9415	224.22981875	180.77294375	228.20060625
"ILMN_2627774"	121.31494125	118.22448625	108.693495625	107.867986875	115.550273125	128.1820625	131.4411375	119.63838875	110.100755625	121.84311875	132.4452375	115.21423875	131.6764125	123.59584375	129.316175	117.95385375
"ILMN_2637105"	193.9764375	236.796525	219.489875	200.1890875	198.2510125	211.085175	195.197125	198.2510125	230.35183125	197.674625	204.60563125	211.085175	214.2343125	243.5153	220.013025	202.4345375
"ILMN_1244726"	247.3329875	244.29798125	191.38894375	246.59630625	188.95624375	213.37485	280.3735125	208.5434125	230.04545625	192.5356375	277.1950625	230.04545625	230.55338125	285.15369375	207.61158125	216.5864875
"ILMN_1237234"	645.9289125	619.8589375	692.751325	721.739725	634.0563625	588.19000625	574.73696875	750.7542125	680.34566875	757.63383125	628.72353125	627.34338125	564.52480625	613.95905625	721.739725	631.27063125
"ILMN_2749382"	519.3563625	524.3188875	593.84244375	641.70960625	573.3738625	520.20643125	474.41370625	569.26025	497.95498125	602.364075	589.02404375	556.671325	506.55626875	512.6917	631.27063125	598.88335625
"ILMN_1242542"	124.98413125	123.97418125	128.74994375	133.747825	122.57942625	110.3359825	146.84636875	114.04221125	130.28859375	127.073225	123.59584375	116.912251875	129.316175	141.0830875	137.7085625	137.25285
"ILMN_2691832"	271.464275	338.11564375	365.858425	333.84525	278.920525	293.25979375	299.66855	352.63408125	322.47270625	350.04360625	317.90885625	277.1950625	282.05160625	325.1303125	302.8226125	347.4346
"ILMN_2601705"	634.0563625	313.20505625	537.29075625	518.84098125	553.2030125	404.1772625	501.98858125	420.2250875	541.9119	610.14373125	351.3019	241.17445	532.87104375	697.83648125	403.70125625	555.8922625
"ILMN_2901131"	128.6563625	111.35877875	117.718086875	127.41805625	122.66405625	109.913100625	122.475746875	121.31494125	128.54684375	135.78506875	114.797201875	97.53588375	139.66160625	109.2781775	119.077958125	120.495390625
"ILMN_1256668"	425.568775	344.74945	374.20874375	430.2709875	432.7302625	379.94990625	325.1303125	634.0563625	326.664175	356.33750625	331.23381875	514.38961875	351.802	321.10474375	465.43049375	428.38743125
"ILMN_1236553"	155.40856875	136.433125	153.28154375	141.60225625	149.85671875	144.1759875	180.892275	152.35095	155.12285	140.27619375	154.6688625	133.96085625	162.2762625	143.0773	165.9051	151.7689375
"ILMN_3140913"	209.5458	185.99401875	184.6136125	203.35528125	221.72159375	217.78400625	199.078225	212.3307375	208.96401875	236.042125	201.61073125	208.31810625	240.5617625	176.2277625	220.5396375	172.96285
"ILMN_1246992"	1784.87	1759.0605	1784.87	1886.0055625	1722.9694375	1662.9405	1577.6735	2017.236625	1955.9444375	2105.761875	1812.4966875	1847.5744375	1818.694625	1771.0535625	1749.6379375	2002.9741875
"ILMN_2633030"	169.72580625	155.9893625	168.1026125	162.44010625	157.4278125	155.89431875	148.6497	163.47545	150.15854375	181.34725625	135.9188125	155.73429375	157.1186375	163.14453125	176.3861875	150.98616875
"ILMN_1232341"	160.2164375	161.63675625	161.25703125	149.85671875	144.82524375	144.66973125	146.9227125	133.01849375	126.55820625	142.43964375	148.85370625	166.1963625	125.13798125	128.3261875	163.3029625	137.7085625
"ILMN_2655803"	337.05235	348.39780625	307.8985375	316.24873125	312.7602	329.82200625	355.6965	276.7179375	273.00749375	311.04834375	309.12840625	301.23424375	304.0222125	293.51820625	331.23381875	333.84525
"ILMN_2873174"	376.416275	380.52413125	386.5043625	383.61483125	367.63785625	352.63408125	437.247825	373.83311875	338.11564375	369.49314375	435.80354375	376.416275	437.728075	384.07974375	428.38743125	398.07675625
"ILMN_2725155"	4879.8963125	3598.82025	4623.8029375	6210.4018125	3368.0494375	4472.218125	3343.441125	5010.6171875	4645.4514375	3612.062	3917.42275	4904.36175	3968.61275	4141.8938125	4321.2529375	3968.61275
"ILMN_2624977"	175.38233125	177.922875	215.89776875	189.3455875	149.65268125	150.8209875	128.54684375	166.07181875	177.922875	162.44010625	182.34723125	179.535125	158.6116875	184.41938125	183.5885	172.01880625
"ILMN_2638511"	136.72255	154.01814375	169.459175	121.47113125	158.4774	172.01880625	160.96233125	130.0706125	134.09401875	161.25703125	150.25461875	173.1867	144.82524375	149.37121875	138.4033875	164.6086125
"ILMN_2776271"	199.985175	247.56793125	202.7597125	189.1305	238.45175625	194.2811375	186.52754375	174.764125	124.7353875	188.54851875	149.23314375	192.75574375	155.40856875	150.67323125	177.3205375	152.49919375
"ILMN_1229688"	1378.9131875	1268.02655	1274.3487	1178.06565	1166.056025	1426.4050625	1297.6508375	972.88915625	889.52394375	1197.66168125	1101.52970625	1590.64425	1287.05383125	1180.604725	968.64079375	1138.998875
"ILMN_2616556"	134.48510625	121.050814375	98.9647525	113.25763875	160.96233125	128.9028625	159.21589375	141.0830875	120.242454375	132.4452375	141.4040875	86.3778	159.68008125	136.9274375	138.20509375	143.487075
"ILMN_1219067"	207.8115125	229.4819375	203.53366875	206.86939375	176.3861875	205.2870625	222.3505375	204.430875	187.99031875	211.32431875	211.83433125	189.77638125	219.489875	238.45175625	218.46124375	197.674625
"ILMN_2731197"	216.21751875	217.17126875	206.6462875	212.3307375	195.57435625	215.30675	221.4735125	203.53366875	210.0105125	239.43034375	225.05390625	206.6462875	214.87058125	231.2587625	223.24974375	225.5053
"ILMN_1234519"	173.1867	202.13511875	172.96285	183.2611375	180.16739375	177.922875	231.864125	163.14453125	147.8332625	172.16496875	182.08051875	166.79903125	184.41938125	169.459175	165.550775	145.16591875
"ILMN_2962575"	147.652575	157.85396875	141.81609375	126.27369375	151.2095	159.03290625	140.9277875	143.3203125	140.27619375	143.192725	141.81609375	136.65300625	133.29675	145.16591875	152.14845	172.71671875
"ILMN_1255757"	156.11439375	148.2553875	144.2734875	152.49919375	157.85396875	152.8813125	191.55401875	144.40739375	122.0390925	122.399984375	147.3033375	143.0773	148.53309375	152.60274375	164.9723375	143.96694375
"ILMN_2648034"	124.7353875	143.70768125	138.27471875	157.61219375	134.4111125	147.54801875	117.6579425	128.74994375	147.16050625	128.0214625	142.50945	137.7085625	128.4515375	114.21803125	122.0390925	141.4040875
"ILMN_2646411"	454.06344375	457.3322875	426.13781875	351.802	390.08191875	561.45229375	476.6074	386.5043625	408.38614375	354.1894	475.9832625	539.6588	427.64664375	487.7655125	416.80261875	334.29151875
"ILMN_2710429"	124.3063625	155.40856875	138.06913125	120.6827425	129.26061875	149.37121875	148.76030625	153.15165	131.16729375	129.4622	137.3925375	135.57924375	151.2095	132.85836875	138.539325	131.514275
"ILMN_3121784"	216.43915625	203.35528125	176.6034375	208.7850375	198.521375	220.013025	165.72133125	250.96471875	254.69883125	191.93235625	257.03089375	242.07989375	221.3074625	206.3916875	203.35528125	177.67216875
"ILMN_2650115"	99.788094375	133.67243125	121.84311875	95.9232675	123.36474375	131.26336875	153.28154375	99.76100375	136.3514	135.283975	95.9232675	108.19444375	138.9933875	108.461024375	134.48510625	183.04915
"ILMN_2734855"	2166.2265	2105.761875	1915.526625	1712.9796875	1764.57425	2247.425625	1980.6018125	1557.4691875	1544.9056875	1677.8181875	1603.8749375	2209.1385	1788.49725	1553.8566875	1415.3043625	1881.095125
"ILMN_2620799"	155.55105625	181.81199375	163.950325	190.33600625	148.979125	171.546275	142.63595625	187.2342375	194.84985625	176.90374375	176.6034375	180.16739375	199.49650625	137.25285	179.33101875	169.58350625
"ILMN_2712878"	142.20985	151.2095	141.33224375	127.65724375	136.433125	128.54684375	145.761225	136.1406375	154.898	162.56773125	153.7817875	118.70487875	130.28859375	155.55105625	133.86773125	167.7780125
"ILMN_1250618"	212.7093	164.420575	170.34245625	233.8516125	126.73568125	156.419675	184.41938125	164.420575	216.5864875	128.10186875	140.33279375	149.37121875	175.38233125	258.2902125	213.214425	141.99598125
"ILMN_1241151"	7039.666875	7726.9431875	7798.0423125	9175.445125	6859.5449375	6764.837125	8150.200625	8847.706625	10276.904625	7321.8260625	8847.706625	5909.277875	6927.059125	7860.3515625	9740.1449375	9839.07575
"ILMN_2593694"	3558.081875	3796.905625	4009.490375	4729.1003125	3714.1604375	3676.100625	4204.1001875	4789.1378125	5127.310375	3749.341625	4126.3891875	3612.062	3368.0494375	3890.9494375	4807.5564375	5097.3593125
"ILMN_1224980"	800.71358125	811.5633125	677.40323125	475.17880625	684.94580625	856.60740625	838.76995	652.8076625	593.84244375	659.7359625	608.093875	753.616675	696.56115	640.4643375	599.761	668.77444375
"ILMN_2602630"	1870.0569375	1743.4195	1528.8106875	1891.157125	1643.147375	2017.236625	1643.147375	1674.5379375	1775.1008125	1702.633625	1911.486125	1901.829125	1920.0846875	1911.486125	1764.57425	1775.1008125
"ILMN_2711772"	97.87695375	103.323853125	104.11592875	100.75261875	95.60482	114.453108125	105.25211625	112.488049375	123.00808125	118.091490625	82.237481875	106.539691875	107.80975375	104.963735	163.47545	131.59916875
"ILMN_1232280"	204.0442375	189.1305	180.16739375	191.1885875	182.68725625	233.07575625	209.5458	183.2611375	197.4835875	197.4835875	167.144325	188.95624375	192.5356375	198.77406875	203.7036375	198.2510125
"ILMN_2899022"	230.04545625	245.65989375	268.4554125	234.25645625	279.92881875	258.2902125	237.4585875	239.76948125	219.02440625	230.35183125	223.05815	250.96471875	248.38111875	239.76948125	268.3302125	230.9218
"ILMN_1223523"	149.23314375	143.487075	142.81923125	129.57466875	159.21589375	159.68008125	151.2095	141.52035625	136.5366125	134.02605	156.6076	142.13395625	137.3925375	127.56598125	125.63270625	139.335075
"ILMN_2637930"	254.99205625	242.38804375	285.64140625	210.0105125	268.93265	248.77758125	250.671775	254.99205625	197.9066	290.51439375	208.5434125	244.6799375	246.59630625	229.14716875	226.33205	246.03025
"ILMN_2752234"	1017.39125625	974.65268125	1143.343875	1141.74559375	932.8508625	915.080925	955.7568875	1006.582575	958.69609375	1017.39125625	976.43411875	1079.6510625	898.15866875	1032.07013125	996.23235625	871.08569375
"ILMN_1224855"	1638.7200625	1611.9604375	1674.5379375	1791.22925	1340.98901875	1834.548	1268.02655	1911.486125	1859.828	1759.0605	1712.9796875	1643.147375	1649.251375	1618.8371875	1881.095125	1949.178875
"ILMN_2913989"	16217.518125	17329.62125	17329.62125	14392.26875	17044.609375	18760.23	17583.018125	14129.805625	13513.015	17329.62125	15117.95875	15936.1675	17329.62125	15645.155625	14129.805625	17044.609375
"ILMN_2637956"	188.35061875	182.08051875	172.53425625	171.3909	182.93705625	153.43323125	173.36885	178.0684875	161.1169625	152.7725125	139.74475	164.22484375	194.2811375	153.03776875	158.4774	170.08375625
"ILMN_2876015"	1243.66574375	1963.29175	1423.8325	1344.11956875	1231.9370125	1261.6343125	1870.0569375	1283.01740625	1415.3043625	1291.7907625	1797.0263125	1346.2142	1268.02655	1915.526625	1314.895575	1285.26755625
"ILMN_2876010"	1047.2555875	1460.8476875	1065.3506625	962.397525	999.9892375	972.88915625	1449.6651875	868.26401875	1128.37155625	1062.77579375	1418.5795625	1021.6953125	1053.60926875	1577.6735	1006.582575	1219.9291875
"ILMN_1214441"	120.089904375	166.1963625	133.10364375	144.1759875	139.74475	109.55938875	172.16496875	122.399984375	110.653024375	129.4002375	166.962625	144.5738125	169.58350625	146.0836625	104.998863125	161.8096
"ILMN_2590771"	132.5155125	181.2290125	145.29385625	142.43964375	130.76800625	131.76215	259.712775	179.94566875	154.25715625	159.40914375	201.84556875	147.8332625	157.73433125	172.71671875	132.34635	156.6076
"ILMN_1245813"	445.36558125	605.90225	440.4799375	426.70765	411.14406875	437.728075	686.72390625	418.747925	448.44150625	471.853	641.70960625	418.747925	454.06344375	735.2436125	404.1772625	478.57549375
"ILMN_1230489"	1197.66168125	1193.99459375	1458.951875	1670.214625	1314.895575	1186.45541875	1149.43653125	1563.7163125	1579.5619375	1338.7863	1499.3388125	1403.350275	1278.73228125	1378.9131875	1611.9604375	1385.86663125
"ILMN_2612564"	168.40875625	205.2870625	166.39635	217.17126875	165.3524875	175.38233125	203.53366875	169.58350625	188.35061875	181.06749375	198.77406875	181.2290125	198.77406875	160.51105	158.796875	190.13030625
"ILMN_2738031"	243.5153	305.2121375	243.81895	248.38111875	234.8745	234.25645625	311.85809375	243.19339375	233.07575625	269.9456875	239.21446875	242.38804375	263.46951875	204.2428625	256.12818125	313.6639875
"ILMN_2728118"	1515.313875	1551.11575	1261.6343125	1367.22803125	1016.3591125	1569.15675	1541.3610625	1105.07545625	1563.7163125	1195.67565	1531.424875	1929.466625	1702.633625	1415.3043625	1283.01740625	1489.162
"ILMN_2743155"	126.40724375	122.9097875	133.747825	119.588936875	162.7807125	145.61169375	128.4515375	116.141575	105.518506875	118.22448625	128.4515375	132.34635	118.777301875	161.8096	128.973025	112.263464375
"ILMN_3160592"	259.10086875	237.06363125	217.78400625	182.68725625	206.07911875	221.72159375	208.0264875	197.674625	236.796525	216.8480125	238.79714375	249.35498125	233.8516125	208.7850375	230.35183125	195.7639125
"ILMN_1250922"	140.43761875	127.74073125	151.399775	129.966625	165.550775	138.20509375	146.19573125	143.5782875	121.31494125	144.0709875	160.2164375	132.75633125	118.641365	161.25703125	133.592925	144.66973125
"ILMN_2727980"	166.962625	159.21589375	155.12285	146.66913125	157.1186375	168.26489375	199.49650625	146.0836625	147.41726875	174.6232625	121.66337125	151.399775	159.77998125	151.51890625	159.03290625	164.22484375
"ILMN_3160750"	110.841521875	105.207913125	130.673325	119.441101875	144.5738125	122.475746875	112.435805	126.73568125	136.72255	116.85027375	99.0767325	119.173605625	103.592393125	121.050814375	133.40468125	115.60705875
"ILMN_2656645"	333.84525	322.95923125	334.72335625	405.55344375	294.6525125	348.8210375	319.967375	385.17415	353.18153125	384.07974375	355.2402	310.246	312.47725625	354.72424375	411.14406875	307.8985375
"ILMN_1254067"	792.59404375	788.10545	647.47771875	595.30204375	651.891225	770.86421875	827.55881875	576.9724625	607.31725	644.6966625	729.06335	682.994525	747.50439375	669.51221875	613.95905625	695.53653125
"ILMN_1219077"	1563.7163125	1616.6285625	1351.6376	1408.44643125	1042.00929375	1547.57	1733.1609375	1327.62036875	1660.214375	1175.58714375	1656.9044375	1667.1086875	1705.8923125	1788.49725	1515.313875	1170.59585625
"ILMN_1234172"	4038.2773125	4054.2248125	3948.7111875	3781.0464375	5511.9364375	4038.2773125	4305.6294375	3725.17475	3543.0768125	4009.490375	3612.062	3330.385125	4026.5495625	4054.2248125	3627.76525	4068.588375
"ILMN_3059135"	105.712236875	113.7471975	130.2182625	118.777301875	117.95385375	135.283975	126.3300625	130.673325	102.308838125	122.66405625	116.912251875	119.9140375	105.607609375	132.15846875	120.935578125	116.528839375
"ILMN_3136355"	226.8536625	249.017375	263.16635625	268.3302125	237.4585875	216.5864875	287.631325	290.00418125	273.2488625	242.38804375	269.7045375	210.68221875	252.718175	211.59015625	268.93265	261.22823125
"ILMN_2606136"	340.2664125	294.35015	260.77003125	294.35015	291.026025	282.44331875	305.47679375	229.79181875	245.44033125	251.70985625	231.864125	254.39213125	299.66855	258.5847125	213.9903875	260.3836875
"ILMN_2610899"	1255.65941875	1276.95708125	1241.1790375	1112.35626875	1116.99195625	1231.9370125	1274.3487	1255.65941875	1285.26755625	1314.895575	1310.47486875	1193.99459375	1195.67565	1351.6376	1193.99459375	1135.11054375
"ILMN_2685873"	163.14453125	153.7817875	158.36090625	131.88230625	141.81609375	133.01849375	132.92771875	145.48405	152.8813125	178.5072375	139.571175	152.14845	132.5155125	151.87925625	143.3203125	150.25461875
"ILMN_3008733"	1479.4730625	1255.65941875	1515.313875	1445.528	1495.3311875	1348.9208375	1217.45435625	1472.9005	1499.3388125	1508.6094375	1243.66574375	1483.54425	1245.9268375	1418.5795625	1528.8106875	1423.8325
"ILMN_2708877"	4926.7780625	4403.614	4986.7503125	4789.1378125	4186.928375	4683.3188125	4186.928375	5156.838125	4864.437875	5179.0949375	4445.070125	5156.838125	4765.8735	4457.1559375	4904.36175	5010.6171875
"ILMN_1243564"	227.41956875	268.4554125	220.5396375	217.37595625	207.070475	196.94810625	208.5434125	216.21751875	208.31810625	243.81895	212.7093	245.44033125	181.9437375	203.87181875	241.45310625	225.30408125
"ILMN_2686898"	489.3833625	481.1763125	506.55626875	428.38743125	497.95498125	471.3431875	451.2888375	513.767075	450.69689375	506.55626875	486.8490375	424.72686875	479.1273375	500.9488875	449.20795	399.9620875
"ILMN_1253601"	222.58170625	255.85755625	237.06363125	165.72133125	217.37595625	236.2630125	231.52921875	199.73144375	211.83433125	233.8516125	233.8516125	268.086125	263.842925	179.78310625	196.7706	256.12818125
"ILMN_2949021"	13513.015	13965.5400625	13718.9189375	15645.155625	11542.181125	14129.805625	15117.95875	15117.95875	15936.1675	13965.5400625	16217.518125	14973.883125	14639.404375	16589.97125	15377.3975	14639.404375
"ILMN_3127491"	171.3909	173.97199375	154.6688625	127.74073125	132.92771875	165.550775	194.500175	146.19573125	140.43761875	179.78310625	143.96694375	136.2780625	143.0773	152.7725125	140.9277875	135.38901875
"ILMN_1234981"	3902.69575	3714.1604375	4141.8938125	4236.6	4263.7541875	3761.2193125	3725.17475	3701.24375	3749.341625	3781.0464375	4107.2114375	4107.2114375	3761.2193125	3796.905625	3852.391	4026.5495625
"ILMN_1258394"	2255.1854375	1936.8555625	1780.0900625	1829.01725	2022.4721875	2173.1679375	2084.294625	1712.9796875	1936.8555625	1945.120625	1945.120625	2259.2845625	2146.17425	2160.4850625	1836.439375	2112.686125
"ILMN_2876302"	196.7706	206.3916875	158.4774	178.23885625	197.4835875	196.7706	168.9639625	181.81199375	180.77294375	157.4278125	179.94566875	218.46124375	200.1890875	216.43915625	162.56773125	175.38233125
"ILMN_2918440"	1007.92801875	1120.43725	1032.07013125	1023.99141875	1253.17414375	1051.49076875	1170.59585625	1074.1825625	861.38474375	1085.91533125	1065.3506625	1023.99141875	1067.2242	1213.42171875	1070.6493875	845.3110625
"ILMN_2644455"	135.78506875	137.87319375	126.55820625	138.9933875	135.6653625	169.58350625	143.70768125	172.53425625	155.73429375	154.1876625	146.9227125	164.784175	111.53039	131.76215	168.9639625	160.77870625
"ILMN_3047301"	238.79714375	221.0247	254.18753125	254.18753125	263.16635625	250.671775	238.45175625	250.11290625	269.270475	239.21446875	224.8225	221.9986125	226.33205	248.38111875	246.82248125	191.773575
"ILMN_3122864"	332.81544375	358.75925625	427.64664375	341.75748125	362.5706625	377.12295625	334.29151875	344.2765125	337.58796875	347.4346	320.71545	381.99676875	339.82898125	319.46595	365.3517	355.6965
"ILMN_2760009"	119.48989875	119.588936875	125.29280625	125.99110625	113.984973125	142.81923125	110.621724375	115.60705875	114.51671875	115.917260625	112.20645125	121.772645625	134.7069375	93.96392375	118.36620625	112.435805
"ILMN_2925947"	191.93235625	169.13246875	166.65600625	150.37110625	172.71671875	187.50133125	177.786475	169.459175	130.96285	133.29675	206.6462875	175.06481875	175.06481875	194.6496125	150.25461875	158.796875
"ILMN_1248367"	869.54311875	947.76564375	812.943	715.899675	667.4936	987.38626875	813.95219375	624.3748875	602.364075	465.43049375	1042.00929375	1147.48524375	842.2797125	859.087225	714.822675	403.70125625
"ILMN_1216987"	189.1305	201.61073125	160.36623125	162.95665	191.93235625	211.32431875	205.2870625	154.3985	164.784175	140.43761875	187.666425	213.9903875	223.05815	169.72580625	173.1867	175.18576875
"ILMN_3150233"	385.17415	447.68239375	446.63266875	496.31449375	397.3154375	424.72686875	405.55344375	447.21463125	517.55479375	421.2821375	500.0371625	426.70765	426.13781875	483.78041875	509.03734375	432.2625375
"ILMN_2829604"	114.797201875	101.65021875	91.3312175	95.64463375	116.42814625	125.4714	117.156748125	100.3448375	97.07607125	106.336995	126.83335625	118.36620625	113.472058125	131.07861875	108.548009375	96.35991375
"ILMN_2965612"	150.15854375	157.61219375	113.31440875	143.192725	100.29913625	152.35095	152.35095	111.642268125	117.338401875	125.7254	140.9277875	169.3054875	141.65965625	144.66973125	121.66337125	127.4777875
"ILMN_1221703"	435.0936125	439.987375	415.2649625	381.57836875	297.00449375	452.6686625	428.95229375	365.3517	402.89021875	360.18498125	418.747925	478.04355	407.06303125	408.96751875	433.3673375	354.1894
"ILMN_2896639"	149.55910625	133.1910875	124.56819375	130.0706125	147.54801875	153.6196125	148.979125	132.5155125	147.3033375	133.592925	167.3223	126.3300625	160.36623125	155.9893625	165.72133125	113.7471975
"ILMN_2686700"	1310.47486875	1116.99195625	1367.22803125	1204.60871875	918.47605	1303.7116	1180.604725	1376.17988125	1229.01768125	1408.44643125	916.6208875	1376.17988125	1340.98901875	874.18005625	1163.6286375	1435.8101875
"ILMN_2956871"	154.53503125	136.82820625	138.7328625	122.2713	111.9493375	163.47545	144.1759875	148.979125	133.40468125	136.9274375	145.39879375	137.3925375	152.60274375	139.74475	142.3190875	148.2553875
"ILMN_1253984"	312.7602	269.7045375	341.4254	333.38666875	237.06363125	464.00155	237.218225	356.33750625	327.88030625	276.7179375	309.7184	317.90885625	308.46138125	300.04139375	351.802	297.00449375
"ILMN_2699880"	245.65989375	200.56753125	201.35433125	198.521375	210.0105125	222.3505375	206.07911875	202.4345375	185.65298125	246.82248125	195.57435625	232.5956875	218.7987625	177.786475	185.29855625	213.214425
"ILMN_2699881"	178.0684875	190.13030625	207.070475	193.9764375	159.40914375	183.04915	191.0212875	162.7807125	193.9764375	236.45716875	185.1210875	169.72580625	219.262125	132.92771875	175.38233125	174.6232625
"ILMN_2591782"	610.14373125	543.3096125	621.7679875	648.31620625	554.9542375	658.75748125	642.9729	612.15998125	652.8076625	571.902025	632.8636	565.33768125	597.8765375	671.48030625	634.0563625	566.9478125
"ILMN_3142789"	159.03290625	171.3909	140.33279375	214.2343125	77.854534375	166.55055	147.41726875	242.68321875	257.7532375	145.39879375	243.81895	239.43034375	169.72580625	250.671775	265.66158125	122.81610625
"ILMN_2918499"	346.77544375	347.4346	336.03175625	361.4595125	295.6369875	347.0615875	348.8210375	349.45023125	399.9620875	337.58796875	348.39780625	313.6639875	375.9184375	365.858425	372.3487625	331.742525
"ILMN_2648742"	2838.851625	2972.661125	3022.225125	2482.9536875	2943.34825	3081.87775	3053.95425	2489.4524375	2383.52925	2876.7545	2556.7989375	2989.498	2867.9606875	2482.9536875	2476.0315625	3042.4014375
"ILMN_2833596"	393.53711875	407.06303125	299.24785	317.23864375	320.32921875	447.68239375	399.9620875	331.23381875	391.17670625	393.53711875	420.8278625	384.07974375	395.40934375	435.80354375	393.04778125	370.4164625
"ILMN_2590908"	325.7995625	306.0933625	331.742525	277.1950625	346.77544375	309.12840625	314.9708375	274.72690625	238.193125	305.2121375	293.88715625	298.8011875	329.34705625	229.4819375	282.817125	291.433125
"ILMN_2663015"	348.8210375	333.38666875	353.18153125	286.827325	364.3113375	353.69961875	330.29816875	337.05235	319.967375	351.802	328.2315625	375.0392	343.43558125	305.2121375	312.47725625	381.57836875
